date,open,high,low,close,volume,number_of_trades
1/30/2022,3.187,3.775,2.947,3.077,5756756.93,52723
1/31/2022,3.079,3.664,2.85,3.493,5877567.75,55797
2/1/2022,3.494,4.06,3.421,3.74,5556947.67,58772
2/2/2022,3.739,4.26,3.25,3.26,10715918.19,111294
2/3/2022,3.264,3.49,3.14,3.367,6625649.72,69509
2/4/2022,3.366,3.667,3.247,3.61,5160967.19,57490
2/5/2022,3.609,4.008,3.494,3.712,5290258.03,58946
2/6/2022,3.712,3.85,3.402,3.573,3514899.75,38364
2/7/2022,3.575,3.85,3.455,3.643,4141495.38,42705
2/8/2022,3.645,3.75,3.207,3.393,3809107.82,39387
2/9/2022,3.392,3.492,3.208,3.329,3778386.7,37560
2/10/2022,3.327,3.48,3.02,3.075,4585635.63,46795
2/11/2022,3.077,3.159,2.581,2.677,4034861.06,40119
2/12/2022,2.676,2.785,2.53,2.694,3744651.67,34396
2/13/2022,2.694,2.976,2.486,2.566,4230670.72,38892
2/14/2022,2.567,2.897,2.53,2.831,3492708.46,31317
2/15/2022,2.834,3.277,2.834,3.249,4297978.47,42319
2/16/2022,3.254,4.04,2.994,3.201,7089028.07,62166
2/17/2022,3.2,3.346,2.723,2.793,3599727.14,36333
2/18/2022,2.791,3.009,2.671,2.696,2882244.84,32666
2/19/2022,2.695,2.785,2.53,2.614,1536785.01,17033
2/20/2022,2.618,2.619,2.337,2.463,2101785.49,19020
2/21/2022,2.465,2.88,2.301,2.361,4991440.66,56282
2/22/2022,2.363,2.504,2.215,2.46,3669058.38,34023
2/23/2022,2.463,2.647,2.344,2.354,3335058.6,32783
2/24/2022,2.354,2.378,2,2.34,8048710.21,59298
2/25/2022,2.341,2.6,2.317,2.587,5383524.46,39568
2/26/2022,2.587,2.718,2.45,2.458,2764562.26,21915
2/27/2022,2.458,2.543,2.331,2.382,4158866.16,26238
2/28/2022,2.384,2.687,2.357,2.674,3062683.64,20990
3/1/2022,2.674,3.125,2.531,2.979,5403659.82,48522
3/2/2022,2.979,3.33,2.861,2.892,6942893.6,79607
3/3/2022,2.892,2.944,2.651,2.751,3798058.65,30667
3/4/2022,2.751,2.758,2.484,2.505,3351099.88,23873
3/5/2022,2.507,2.695,2.475,2.618,2183375.32,18358
3/6/2022,2.619,2.642,2.48,2.53,1779377.9,14547
3/7/2022,2.532,2.601,2.412,2.484,2164095.77,18387
3/8/2022,2.486,2.559,2.437,2.506,1346165.55,11081
3/9/2022,2.507,2.779,2.5,2.65,2513994.18,20244
3/10/2022,2.647,2.656,2.478,2.506,1502734.37,13686
3/11/2022,2.506,2.559,2.351,2.382,1627876.43,14634
3/12/2022,2.382,2.419,2.354,2.354,711405.41,6653
3/13/2022,2.354,2.403,2.246,2.26,1216846.55,8703
3/14/2022,2.26,2.326,2.226,2.321,821834.34,6419
3/15/2022,2.319,2.356,2.24,2.332,1101491.73,7797
3/16/2022,2.333,2.532,2.271,2.498,2603701.76,19356
3/17/2022,2.498,2.581,2.414,2.419,1244414.02,8667
3/18/2022,2.42,2.578,2.344,2.556,2665905.07,22564
3/19/2022,2.556,3.099,2.533,2.713,4562126.17,45889
3/20/2022,2.713,2.799,2.513,2.603,1464894.16,13254
3/21/2022,2.606,2.772,2.543,2.658,1460378.76,15273
3/22/2022,2.658,2.91,2.624,2.814,2276722.97,20712
3/23/2022,2.815,2.874,2.718,2.807,1433896.4,13036
3/24/2022,2.807,2.95,2.785,2.841,1722814.34,16532
3/25/2022,2.841,2.921,2.733,2.744,1471009.83,14676
3/26/2022,2.744,2.75,2.622,2.708,1138274.22,12070
3/27/2022,2.708,2.816,2.467,2.798,1932590.39,19227
3/28/2022,2.798,3.113,2.767,2.939,3683010.17,35562
3/29/2022,2.939,3.141,2.856,2.937,1919706.05,20140
3/30/2022,2.937,3.05,2.831,3.001,1191953.13,14449
3/31/2022,3.001,3.299,2.878,2.927,2909040.05,34430
4/1/2022,2.927,3.1,2.811,2.956,2326152.41,20819
4/2/2022,2.955,3.241,2.934,3.045,2410629.59,24673
