date,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
12/22/2021,5.512,6.52,5.5,5.717,5885172.22,1.64022E+12,35175300.07,128656,2967757.05,17772102.16,0
12/23/2021,5.724,6.34,5.587,6.151,2730623.58,1.6403E+12,16221703.29,50831,1397630.33,8331627.978,0
12/24/2021,6.135,6.661,5.503,5.576,2217931.43,1.64039E+12,13315784.21,47806,1033451.52,6224678.992,0
12/25/2021,5.578,5.91,5.509,5.61,1329719.3,1.64048E+12,7596766.889,25438,606231.37,3470116.35,0
12/26/2021,5.608,5.682,5.125,5.422,1727051.05,1.64056E+12,9257997.28,34584,787882.22,4225934.734,0
12/27/2021,5.421,5.744,5.151,5.156,1724656.97,1.64065E+12,9404186.499,30466,856269.12,4686134.397,0
12/28/2021,5.156,5.387,4.705,4.907,1970903.37,1.64074E+12,9953184.513,34582,908507.21,4602187.563,0
12/29/2021,4.898,5.029,4.515,4.622,1698449.36,1.64082E+12,8169606.441,28326,745382.31,3586569.96,0
12/30/2021,4.615,4.92,4.5,4.61,1834530.9,1.64091E+12,8544629.269,30121,861115.17,4018276.488,0
12/31/2021,4.614,5.108,4.53,4.601,1708500.45,1.641E+12,8115860.412,27180,774722,3682962.458,0
1/1/2022,4.602,4.828,4.374,4.8,1342121.2,1.64108E+12,6134469.158,20629,697948.49,3194849.259,0
1/2/2022,4.791,4.869,4.522,4.572,724217.95,1.64117E+12,3384089.937,12786,379542.57,1776976.08,0
1/3/2022,4.572,5.415,4.51,5.262,3801926.52,1.64125E+12,19161925.96,57306,1893649.68,9533745.34,0
1/4/2022,5.264,5.5,4.764,4.813,3928565.29,1.64134E+12,19671015.29,62107,1648378.47,8291375.702,0
1/5/2022,4.814,5.122,4.03,4.278,3805854.49,1.64143E+12,17893618.23,50055,1716749.71,8063753.016,0
1/6/2022,4.278,4.38,4.063,4.172,3791357.58,1.64151E+12,15886042.4,49626,1793016.9,7522364.132,0
1/7/2022,4.175,4.18,3.645,3.686,3518981.52,1.6416E+12,13630066.47,44164,1687711.38,6547148.673,0
1/8/2022,3.693,3.85,3.407,3.58,2230354.95,1.64169E+12,8162794.971,27393,1039165.82,3806854.274,0
1/9/2022,3.578,3.999,3.467,3.763,2556309.59,1.64177E+12,9500728.679,30554,1305143.43,4850115.898,0
1/10/2022,3.764,3.774,3.22,3.499,2142062.36,1.64186E+12,7487279.884,26978,1040525.29,3642036.685,0
1/11/2022,3.501,3.6,3.246,3.475,2675671.99,1.64195E+12,9208868.323,28248,1338628.52,4612709.715,0
1/12/2022,3.481,4,3.304,3.972,2730345.71,1.64203E+12,9960055.962,32200,1396841.16,5107878.101,0
1/13/2022,3.972,4.077,3.532,3.547,2870440.77,1.64212E+12,10923344.54,34450,1357126.02,5178685.658,0
1/14/2022,3.549,3.628,3.31,3.53,1991966.32,1.6422E+12,6944512.949,24698,983282.52,3432225.841,0
1/15/2022,3.529,3.782,3.459,3.637,1165911.26,1.64229E+12,4194562.714,15653,561942.56,2026299.805,0
1/16/2022,3.636,3.768,3.54,3.598,1114316.32,1.64238E+12,4044077.937,13254,532003.08,1932147.851,0
1/17/2022,3.597,3.625,3.13,3.199,1810616.79,1.64246E+12,6010986.815,20258,865859.21,2874431.986,0
1/18/2022,3.197,3.319,2.88,3,2447852.63,1.64255E+12,7432054.736,26407,1205580.43,3660228.336,0
1/19/2022,3,3.187,2.758,2.965,2757651.67,1.64264E+12,8192189.547,31158,1500900.49,4463185.858,0
1/20/2022,2.964,3.372,2.82,2.829,2467611.47,1.64272E+12,7647893.476,27615,1223451.23,3795464.543,0
1/21/2022,2.827,2.901,2.262,2.415,5283958.03,1.64281E+12,13570516.81,45158,2407500.86,6206025.763,0
1/22/2022,2.413,2.503,1.962,2.145,3383954.01,1.6429E+12,7523914.851,30081,1412434.06,3125790.693,0
1/23/2022,2.145,2.38,2.099,2.25,1933706.86,1.64298E+12,4284070.036,19765,1014360.5,2244324.151,0
1/24/2022,2.248,2.338,1.801,2.275,3273887.7,1.64307E+12,6633684.859,32012,1732296.12,3517732.853,0
1/25/2022,2.275,2.428,2.187,2.301,2482562.42,1.64316E+12,5722250.707,21168,1266778.07,2924820.903,0
1/26/2022,2.304,2.637,2.245,2.496,2928949.01,1.64324E+12,7156284.088,28980,1603628.96,3918289.268,0
1/27/2022,2.498,2.632,2.361,2.493,2928525.16,1.64333E+12,7328542.666,27227,1705248.29,4264938.913,0
1/28/2022,2.493,2.854,2.425,2.835,1897069.95,1.64341E+12,4951463.527,18402,990393.57,2574374.212,0
1/29/2022,2.837,3.247,2.835,3.179,4572167.03,1.6435E+12,14075924.57,46466,2310677.35,7113588.71,0
1/30/2022,3.187,3.775,2.947,3.077,5756756.93,1.64359E+12,19492701.96,52723,2697536.92,9101908.321,0
1/31/2022,3.079,3.664,2.85,3.493,5877567.75,1.64367E+12,19385261.69,55797,2789031.27,9205936.456,0
2/1/2022,3.494,4.06,3.421,3.74,5556947.67,1.64376E+12,20791705.48,58772,2892437.33,10835016.07,0
2/2/2022,3.739,4.26,3.25,3.26,10715918.19,1.64385E+12,39851325.01,111294,5149941.28,19074713.84,0
2/3/2022,3.264,3.49,3.14,3.367,6625649.72,1.64393E+12,21937338.55,69509,3333958.67,11055974.86,0
2/4/2022,3.366,3.667,3.247,3.61,5160967.19,1.64402E+12,17864479.69,57490,2539026.5,8802821.601,0
2/5/2022,3.609,4.008,3.494,3.712,5290258.03,1.64411E+12,19963870.94,58946,2531945.95,9566046.355,0
2/6/2022,3.712,3.85,3.402,3.573,3514899.75,1.64419E+12,12800281.41,38364,1646401.4,6000619.452,0
2/7/2022,3.575,3.85,3.455,3.643,4141495.38,1.64428E+12,15227033.28,42705,1951122.15,7177915.397,0
2/8/2022,3.645,3.75,3.207,3.393,3809107.82,1.64436E+12,13071762.18,39387,1765735.68,6061349.849,0
2/9/2022,3.392,3.492,3.208,3.329,3778386.7,1.64445E+12,12643216.96,37560,1816664.62,6082995.026,0
2/10/2022,3.327,3.48,3.02,3.075,4585635.63,1.64454E+12,14856212,46795,2229815.65,7222659.075,0
2/11/2022,3.077,3.159,2.581,2.677,4034861.06,1.64462E+12,11866083.47,40119,1907876.96,5618452.118,0
2/12/2022,2.676,2.785,2.53,2.694,3744651.67,1.64471E+12,9943147.483,34396,1890583.83,5022625.842,0
2/13/2022,2.694,2.976,2.486,2.566,4230670.72,1.6448E+12,11739344.53,38892,2011317.58,5594402.856,0
2/14/2022,2.567,2.897,2.53,2.831,3492708.46,1.64488E+12,9510340.036,31317,1798424.02,4902296.67,0
2/15/2022,2.834,3.277,2.834,3.249,4297978.47,1.64497E+12,13288508.32,42319,2131921.91,6597313.983,0
2/16/2022,3.254,4.04,2.994,3.201,7089028.07,1.64506E+12,23411676.31,62166,3413607.82,11304496.73,0
2/17/2022,3.2,3.346,2.723,2.793,3599727.14,1.64514E+12,10790994.16,36333,1685084.86,5051385.79,0
2/18/2022,2.791,3.009,2.671,2.696,2882244.84,1.64523E+12,8115249.868,32666,1384151.76,3911637.808,0
2/19/2022,2.695,2.785,2.53,2.614,1536785.01,1.64532E+12,4071947.509,17033,740219.04,1963118.877,0
2/20/2022,2.618,2.619,2.337,2.463,2101785.49,1.6454E+12,5126254.554,19020,983227.14,2397031.754,0
2/21/2022,2.465,2.88,2.301,2.361,4991440.66,1.64549E+12,13165280.35,56282,2575466.86,6812998.389,0
2/22/2022,2.363,2.504,2.215,2.46,3669058.38,1.64557E+12,8668364.391,34023,1863641.4,4405296.832,0
2/23/2022,2.463,2.647,2.344,2.354,3335058.6,1.64566E+12,8437493.619,32783,1620162.39,4105800.817,0
2/24/2022,2.354,2.378,2,2.34,8048710.21,1.64575E+12,17755457.62,59298,4049927.29,8978693.423,0
2/25/2022,2.341,2.6,2.317,2.587,5383524.46,1.64583E+12,12987846.76,39568,2859609.52,6904891.323,0
2/26/2022,2.587,2.718,2.45,2.458,2764562.26,1.64592E+12,7144313.435,21915,1478196.4,3817185.789,0
2/27/2022,2.458,2.543,2.331,2.382,4158866.16,1.64601E+12,10072506.16,26238,2104857.2,5067212.768,0
2/28/2022,2.384,2.687,2.357,2.674,3062683.64,1.64609E+12,7704101.615,20990,1912718.34,4825570.438,0
3/1/2022,2.674,3.125,2.531,2.979,5403659.82,1.64618E+12,15003079.99,48522,2798211.68,7778512.036,0
3/2/2022,2.979,3.33,2.861,2.892,6942893.6,1.64627E+12,21467092.89,79607,3527563.44,10934139.83,0
3/3/2022,2.892,2.944,2.651,2.751,3798058.65,1.64635E+12,10643426.73,30667,1815707.73,5089500.431,0
3/4/2022,2.751,2.758,2.484,2.505,3351099.88,1.64644E+12,8712069.101,23873,1530298.04,3974575.191,0
3/5/2022,2.507,2.695,2.475,2.618,2183375.32,1.64652E+12,5665931.211,18358,1109621.76,2880749.353,0
3/6/2022,2.619,2.642,2.48,2.53,1779377.9,1.64661E+12,4523396.967,14547,874375.25,2221962.357,0
3/7/2022,2.532,2.601,2.412,2.484,2164095.77,1.6467E+12,5414547.609,18387,1117195.09,2797993.508,0
3/8/2022,2.486,2.559,2.437,2.506,1346165.55,1.64678E+12,3354517.997,11081,650385.4,1621007.568,0
3/9/2022,2.507,2.779,2.5,2.65,2513994.18,1.64687E+12,6733317.199,20244,1317450.27,3530566.388,0
3/10/2022,2.647,2.656,2.478,2.506,1502734.37,1.64696E+12,3793454.365,13686,672331.01,1696392.366,0
3/11/2022,2.506,2.559,2.351,2.382,1627876.43,1.64704E+12,4014935.88,14634,699214.79,1728278.143,0
3/12/2022,2.382,2.419,2.354,2.354,711405.41,1.64713E+12,1694997.308,6653,303077.74,722224.6911,0
3/13/2022,2.354,2.403,2.246,2.26,1216846.55,1.64722E+12,2842080.38,8703,538725.91,1259764.545,0
3/14/2022,2.26,2.326,2.226,2.321,821834.34,1.6473E+12,1869452.463,6419,415152.3,944496.8787,0
3/15/2022,2.319,2.356,2.24,2.332,1101491.73,1.64739E+12,2544484.37,7797,518602.02,1199103.776,0
3/16/2022,2.333,2.532,2.271,2.498,2603701.76,1.64748E+12,6196675.64,19356,1317827.11,3146077.73,0
3/17/2022,2.498,2.581,2.414,2.419,1244414.02,1.64756E+12,3102219.673,8667,561812.73,1401103.396,0
3/18/2022,2.42,2.578,2.344,2.556,2665905.07,1.64765E+12,6537671.115,22564,1378005.85,3383854.934,0
3/19/2022,2.556,3.099,2.533,2.713,4562126.17,1.64773E+12,12725591.09,45889,2327010.15,6493003.73,0
3/20/2022,2.713,2.799,2.513,2.603,1464894.16,1.64782E+12,3870319.04,13254,673829.89,1780659.281,0
3/21/2022,2.606,2.772,2.543,2.658,1460378.76,1.64791E+12,3870970.885,15273,765608.67,2032038.108,0
3/22/2022,2.658,2.91,2.624,2.814,2276722.97,1.64799E+12,6332916.891,20712,1228245.4,3420044.817,0
3/23/2022,2.815,2.874,2.718,2.807,1433896.4,1.64808E+12,3989174.295,13036,682728.63,1899546.06,0
3/24/2022,2.807,2.95,2.785,2.841,1722814.34,1.64817E+12,4911220.379,16532,860171.78,2454807.537,0
3/25/2022,2.841,2.921,2.733,2.744,1471009.83,1.64825E+12,4144070.265,14676,726437.58,2049248.816,0
3/26/2022,2.744,2.75,2.622,2.708,1138274.22,1.64834E+12,3059149.662,12070,519135.14,1396189.893,0
3/27/2022,2.708,2.816,2.467,2.798,1932590.39,1.64843E+12,5206851.44,19227,1001363.47,2699740.726,0
3/28/2022,2.798,3.113,2.767,2.939,3683010.17,1.64851E+12,10985006.9,35562,2002817.06,5978030.578,0
3/29/2022,2.939,3.141,2.856,2.937,1919706.05,1.6486E+12,5740987.794,20140,936329.81,2803172.664,0
3/30/2022,2.937,3.05,2.831,3.001,1191953.13,1.64868E+12,3530261.104,14449,549102.01,1627994.338,0
3/31/2022,3.001,3.299,2.878,2.927,2909040.05,1.64877E+12,9010240.684,34430,1500515.22,4667768.222,0
4/1/2022,2.927,3.1,2.811,2.956,2326152.41,1.64886E+12,6911383.368,20819,1267424.5,3762106.636,0
4/2/2022,2.955,3.241,2.934,3.045,2410629.59,1.64894E+12,7529510.57,24673,1172602.26,3660851.311,0
4/3/2022,3.046,3.183,3.01,3.058,1399110.98,1.64903E+12,4313482.159,12874,641429.24,1981736.099,0
4/4/2022,3.061,3.061,2.73,2.906,2314853.08,1.64912E+12,6735781.151,18557,1096369.88,3190764.229,0
4/5/2022,2.904,2.979,2.777,2.806,1587329.63,1.6492E+12,4558054.897,16911,803143.8,2310355.174,0
4/6/2022,2.806,2.806,2.496,2.497,2154204.89,1.64929E+12,5702044.037,21219,1030497.46,2734895.16,0
4/7/2022,2.496,2.655,2.466,2.586,1497609.71,1.64938E+12,3853203.659,16548,779321.24,2005956.348,0
4/8/2022,2.585,2.611,2.422,2.439,2250110.9,1.64946E+12,5630528.809,17789,991638.43,2481197.237,0
4/9/2022,2.437,2.512,2.402,2.504,763870.76,1.64955E+12,1878095.035,7537,377160.52,929198.1287,0
4/10/2022,2.509,2.579,2.448,2.462,661281.93,1.64964E+12,1655069.186,6421,299439.43,750256.5436,0
4/11/2022,2.458,2.47,2,2.069,2533173.9,1.64972E+12,5582189.242,21573,1099681.01,2422396.439,0
4/12/2022,2.072,2.158,2,2.057,3914265,1.64981E+12,8052402.991,29142,1661606.81,3434645.69,0
4/13/2022,2.053,2.12,2.001,2.11,1856081.54,1.64989E+12,3833654.593,15316,886496.06,1834434.659,0
4/14/2022,2.108,2.13,1.95,2.015,2341413.35,1.64998E+12,4770284.053,17432,1046009.2,2138996.476,0
4/15/2022,2.012,2.064,2.003,2.034,923774.81,1.65007E+12,1876032.471,8125,444654.46,903921.3985,0
4/16/2022,2.034,2.048,2.001,2.008,774622.13,1.65015E+12,1565014.4,6177,378519.1,765610.772,0
4/17/2022,2.006,2.048,1.975,2.008,1297795.79,1.65024E+12,2605524.506,9014,510578.53,1026732.556,0
4/18/2022,2.006,2.042,1.879,2.007,2738295.84,1.65033E+12,5362815.896,20082,1180867.16,2307366.439,0
4/19/2022,2.01,2.182,2.006,2.147,3403619.34,1.65041E+12,7109632.606,25446,1633087.25,3410797.435,0
4/20/2022,2.144,2.207,2.024,2.053,2405742.23,1.6505E+12,5096132.699,18030,1129962.39,2396909.86,0
4/21/2022,2.051,2.127,1.91,1.912,1692347.14,1.65059E+12,3452453.901,14237,768252.31,1569719.11,0
4/22/2022,1.912,1.97,1.848,1.936,1678870.41,1.65067E+12,3206608.003,14505,828441.35,1583426.908,0
4/23/2022,1.936,1.936,1.85,1.861,1143877.11,1.65076E+12,2155946.892,8315,592116.26,1116714.032,0
4/24/2022,1.86,1.89,1.763,1.773,1081427.33,1.65084E+12,1968465.405,8598,472410.57,861968.6774,0
4/25/2022,1.774,1.8,1.566,1.731,3084642.12,1.65093E+12,5164280.3,21820,1508954.35,2528629.316,0
4/26/2022,1.731,1.75,1.484,1.498,2848379.91,1.65102E+12,4475827.641,20305,1477864.27,2319533.962,0
4/27/2022,1.501,1.555,1.44,1.486,1937457.17,1.6511E+12,2899240.462,12882,961088.92,1439747.546,0
4/28/2022,1.485,1.622,1.478,1.563,3048476.38,1.65119E+12,4723452.215,21088,1455415.09,2257942.756,0
4/29/2022,1.562,1.601,1.369,1.391,2086537.28,1.65128E+12,3042450.357,14337,930219.68,1352084.438,0
4/30/2022,1.394,1.421,1.2,1.213,1701621.28,1.65136E+12,2236055.898,11855,731477.78,963853.7446,0
5/1/2022,1.213,1.8,1.212,1.597,21345327.28,1.65145E+12,33619166.36,131712,11212041.97,17679751.5,0
5/2/2022,1.598,1.917,1.519,1.697,14643176.67,1.65154E+12,24293578.64,78426,7058189.27,11735907.07,0
5/3/2022,1.699,1.769,1.475,1.497,4892643.9,1.65162E+12,8019477.607,22706,2215816.61,3640808.333,0
5/4/2022,1.497,1.811,1.489,1.742,5211194.64,1.65171E+12,8525283.733,29272,2670759.7,4378342.379,0
5/5/2022,1.741,1.893,1.479,1.612,6728880.93,1.6518E+12,11196548.15,28106,3412832.59,5697973.29,0
5/6/2022,1.611,1.618,1.463,1.509,5911332.82,1.65188E+12,9061501.717,19303,3170495.56,4870910.216,0
5/7/2022,1.508,1.514,1.298,1.342,4189309.99,1.65197E+12,5970432.212,14249,2127891.53,3042143.159,0
5/8/2022,1.342,1.364,1.28,1.297,2895871.93,1.65205E+12,3827822.151,12192,1446692.58,1916558.775,0
5/9/2022,1.297,1.32,1.064,1.118,5163165.34,1.65214E+12,6150815.347,19301,2511367.67,2996308.031,0
5/10/2022,1.117,1.262,1.061,1.169,7025511.7,1.65223E+12,8243348.729,24360,3576945.53,4193745.365,0
5/11/2022,1.165,1.193,0.717,0.818,10109981.1,1.65231E+12,9227223.612,30798,4884161.19,4444996.621,0
5/12/2022,0.816,0.882,0.603,0.785,9534318.77,1.6524E+12,6855172.951,27167,5039517.92,3626973.462,0
5/13/2022,0.787,1.09,0.783,0.858,5495377.19,1.65249E+12,5159101.66,18069,2605883.94,2438501.763,0
5/14/2022,0.86,0.905,0.744,0.862,3910571.98,1.65257E+12,3253883.746,12057,2305449.87,1928183.384,0
5/15/2022,0.862,0.949,0.8,0.948,4427749.9,1.65266E+12,3766514.93,10329,2027415.4,1727727.631,0
5/16/2022,0.948,1.096,0.832,0.963,7896454,1.65275E+12,7451830.751,24725,3873138.53,3671798.838,0
5/17/2022,0.962,1.112,0.907,0.981,5696025.64,1.65283E+12,5710615.621,16630,2886633.92,2889556.579,0
5/18/2022,0.981,0.997,0.82,0.828,3367653.35,1.65292E+12,3022454.998,10250,1429432.63,1288774.034,0
5/19/2022,0.829,0.937,0.82,0.924,2613003.83,1.653E+12,2280452.372,7524,1098453.91,961747.9341,0
5/20/2022,0.926,0.947,0.853,0.873,2913694.22,1.65309E+12,2630389.363,6607,1055446.31,953872.0068,0
5/21/2022,0.872,0.931,0.854,0.896,1220623.03,1.65318E+12,1096708.216,3789,655716.99,590522.8345,0
5/22/2022,0.896,0.94,0.867,0.901,1709295.15,1.65326E+12,1540243.355,5732,786370.84,709719.7986,0
5/23/2022,0.9,0.959,0.847,0.857,2789044.92,1.65335E+12,2542423.17,8438,1232206.74,1127407.911,0
5/24/2022,0.857,0.917,0.825,0.916,2334012.79,1.65344E+12,2032675.72,7507,1064200.65,927188.4435,0
5/25/2022,0.917,0.929,0.863,0.867,1712465.3,1.65352E+12,1530015.839,6945,740163.34,660762.0166,0
5/26/2022,0.867,0.882,0.741,0.742,2784688.41,1.65361E+12,2228793.507,9486,1125493.32,903811.8861,0
5/27/2022,0.743,0.768,0.676,0.695,3440412.82,1.6537E+12,2482920.169,10777,1822714.2,1316884.142,0
5/28/2022,0.696,0.73,0.686,0.711,1161339.83,1.65378E+12,828570.4462,4644,652024.16,465310.1002,0
5/29/2022,0.71,0.724,0.68,0.714,1424149.33,1.65387E+12,1001817.119,5529,658440.06,463610.7745,0
5/30/2022,0.714,0.87,0.707,0.839,4348426.6,1.65396E+12,3520320.875,12371,2152297.06,1742353.276,0
5/31/2022,0.84,0.92,0.787,0.85,10056931.83,1.65404E+12,8718670.468,23655,5336911.32,4644557.452,0
6/1/2022,0.851,0.856,0.721,0.741,4855204.6,1.65413E+12,3937803.554,12372,2440306.72,1989539.798,0
6/2/2022,0.742,0.775,0.724,0.77,1181183.4,1.65421E+12,880807.2057,4409,638635.8,476879.8942,0
6/3/2022,0.771,0.772,0.705,0.715,1337211.78,1.6543E+12,976397.145,5091,566862.28,416189.3921,0
6/4/2022,0.715,0.732,0.692,0.723,883504.79,1.65439E+12,628826.5846,3137,393982.71,280411.5191,0
6/5/2022,0.724,0.727,0.678,0.718,960819.83,1.65447E+12,676703.5261,3189,440522.13,311097.4925,0
6/6/2022,0.718,0.795,0.68,0.71,3775948.68,1.65456E+12,2738484.733,11375,2056722.23,1489402.335,0
6/7/2022,0.711,0.749,0.654,0.703,3125334.17,1.65465E+12,2174436.121,8497,1525780.29,1065462.027,0
6/8/2022,0.704,0.721,0.682,0.685,1236189.45,1.65473E+12,865312.9479,4748,587442.71,411986.9761,0
6/9/2022,0.685,0.717,0.667,0.694,1224220.79,1.65482E+12,847684.4025,4235,615140.39,427120.1735,0
6/10/2022,0.694,0.71,0.609,0.62,2998480.62,1.65491E+12,1961949.905,9179,1384676.35,910001.6801,0
6/11/2022,0.62,0.634,0.547,0.562,2456167.37,1.65499E+12,1432050.12,7647,1107187.27,646208.6411,0
6/12/2022,0.562,0.593,0.493,0.51,3484528.9,1.65508E+12,1857395.789,9070,1649861.33,879674.8065,0
6/13/2022,0.51,0.551,0.359,0.403,17552964.59,1.65516E+12,7380856.341,31249,9996095.24,4209835.217,0
6/14/2022,0.403,0.459,0.361,0.385,9659861.14,1.65525E+12,3863349.231,16054,5150112.86,2064530.59,0
6/15/2022,0.383,0.424,0.325,0.411,11815944.77,1.65534E+12,4267522.773,19222,6101023.46,2201284.029,0
6/16/2022,0.412,0.419,0.33,0.34,6651142.2,1.65542E+12,2432987.091,12287,3569200.22,1306005.059,0
6/17/2022,0.341,0.37,0.337,0.345,4141296.39,1.65551E+12,1453306.869,6719,2322488.6,815788.3279,0
6/18/2022,0.344,0.364,0.274,0.323,7099284.47,1.6556E+12,2210141.991,10590,3709329.25,1157679.101,0
6/19/2022,0.324,0.587,0.295,0.43,41284498.53,1.65568E+12,18157571.17,75642,20845584.28,9178242.05,0
6/20/2022,0.43,0.543,0.422,0.435,61045782.26,1.65577E+12,29142877.98,99745,32528794.95,15574369.78,0
6/21/2022,0.435,0.505,0.416,0.437,16192742.62,1.65586E+12,7564849.815,27399,7908764.72,3699406.952,0
6/22/2022,0.438,0.555,0.413,0.492,25110527.22,1.65594E+12,12281911.58,43617,12817056.08,6284825.958,0
6/23/2022,0.493,0.62,0.492,0.555,27518718.64,1.65603E+12,15408633.33,46656,14502470.61,8128754.908,0
6/24/2022,0.555,0.621,0.532,0.558,12332061.2,1.65612E+12,7130606.828,24551,5828308.27,3376374.977,0
6/25/2022,0.558,0.575,0.506,0.543,5481899.11,1.6562E+12,2971339.321,12127,2555394.35,1386637.413,0
6/26/2022,0.543,0.555,0.477,0.48,4622185.82,1.65629E+12,2414234.327,10481,2095576.7,1098548.602,0
6/27/2022,0.48,0.548,0.47,0.482,5932322.26,1.65637E+12,2986273.876,13089,3031757.08,1528898.581,0
6/28/2022,0.482,0.705,0.482,0.607,34927817.3,1.65646E+12,21198491.18,86532,17180604.19,10457238.89,0
6/29/2022,0.606,0.637,0.553,0.586,13796283.04,1.65655E+12,8148611.637,33532,6886178.03,4070195.76,0
6/30/2022,0.586,0.586,0.485,0.529,6222148.68,1.65663E+12,3227364.133,17505,2642681,1369186.768,0
7/1/2022,0.531,0.548,0.48,0.49,5140353.11,1.65672E+12,2619211.679,13049,2268774.95,1157514.28,0
7/2/2022,0.49,0.581,0.456,0.512,8557930.59,1.65681E+12,4376973.986,19429,4716661.24,2420279.195,0
7/3/2022,0.511,0.53,0.491,0.511,6805334.71,1.65689E+12,3450367.713,14457,3509180.23,1783256.551,0
7/4/2022,0.512,0.531,0.487,0.525,3755985.17,1.65698E+12,1920525.201,8697,1911859.02,980879.898,0
7/5/2022,0.526,0.528,0.48,0.503,3912684.58,1.65707E+12,1972480.75,9478,1722297.88,870951.6469,0
7/6/2022,0.503,0.528,0.49,0.514,2925948.21,1.65715E+12,1495260.01,6916,1515019.66,775732.92,0
7/7/2022,0.514,0.58,0.506,0.549,8339701.24,1.65724E+12,4585604.491,16933,4033924.81,2221884.05,0
7/8/2022,0.55,0.579,0.499,0.513,4784196.81,1.65732E+12,2537681.224,11374,2217785.74,1178740.552,0
7/9/2022,0.515,0.538,0.511,0.521,2546026.51,1.65741E+12,1328423.809,5920,1349333.37,705516.5129,0
7/10/2022,0.521,0.533,0.49,0.501,2893515.99,1.6575E+12,1466447.057,7162,1348296.74,684052.8887,0
7/11/2022,0.5,0.531,0.483,0.495,5786029,1.65758E+12,2969473.46,11226,2786242.95,1434065.332,0
7/12/2022,0.495,0.505,0.463,0.464,2790584.04,1.65767E+12,1350528.905,6733,1233365.35,596767.0567,0
7/13/2022,0.465,0.504,0.434,0.5,3769838.26,1.65776E+12,1767126.542,10161,1914727.77,899579.3022,0
7/14/2022,0.5,0.51,0.469,0.508,3452540.61,1.65784E+12,1681546.788,7884,1574500.43,769475.3004,0
7/15/2022,0.508,0.549,0.491,0.518,3616819.65,1.65793E+12,1865063.567,10172,1821080.41,941643.1246,0
7/16/2022,0.52,0.545,0.499,0.529,2879151.86,1.65802E+12,1495109.222,7351,1333583.08,694212.3288,0
7/17/2022,0.529,0.55,0.508,0.514,2881850.4,1.6581E+12,1525497.179,8088,1387900.6,736620.6935,0
7/18/2022,0.515,0.598,0.514,0.587,5268889.33,1.65819E+12,3006970.951,12800,2866073.25,1635304.175,0
7/19/2022,0.585,0.658,0.554,0.619,9408623.01,1.65828E+12,5815570.161,26641,5023528.57,3103407.901,0
7/20/2022,0.62,0.649,0.552,0.56,6290495.96,1.65836E+12,3750294.46,18117,2855757.32,1707883.016,0
7/21/2022,0.559,0.586,0.537,0.567,2933257.67,1.65845E+12,1633751.344,9660,1453954.31,812127.1662,0
7/22/2022,0.568,0.604,0.544,0.546,3865914.56,1.65853E+12,2231004.972,10743,1825765.15,1055628.407,0
7/23/2022,0.545,0.594,0.537,0.562,6465283.85,1.65862E+12,3638436.431,14804,3174859.01,1791892.688,0
7/24/2022,0.562,0.656,0.558,0.605,14297985.61,1.65871E+12,8782132.257,35786,7282849.26,4473745.325,0
7/25/2022,0.604,0.606,0.546,0.549,5198954.61,1.65879E+12,3032211.737,13899,2335943.6,1365509.223,0
7/26/2022,0.551,0.556,0.509,0.539,3182189.4,1.65888E+12,1684110.07,8208,1602020.38,847426.9528,0
7/27/2022,0.538,0.591,0.527,0.579,4327515.13,1.65897E+12,2427015.365,13436,2174183.88,1221414.533,0
7/28/2022,0.58,0.63,0.567,0.598,4544719.5,1.65905E+12,2699929.189,11385,2289037.28,1361984.06,0
7/29/2022,0.597,0.643,0.575,0.606,4791370.8,1.65914E+12,2911919.822,12248,2427455.91,1476227.384,0
7/30/2022,0.606,0.644,0.592,0.6,2709850.65,1.65923E+12,1677387.768,7808,1145311.56,711226.1099,0
7/31/2022,0.601,0.86,0.596,0.726,30568001.34,1.65931E+12,22922154.31,97930,15736391.38,11832239.8,0
8/1/2022,0.726,0.761,0.655,0.708,6777261.06,1.6594E+12,4722556.153,24886,3222107.31,2244561.95,0
8/2/2022,0.707,0.722,0.631,0.685,4829669.65,1.65948E+12,3280319.294,15956,2457684.5,1669867.511,0
8/3/2022,0.685,0.755,0.66,0.707,4131694.75,1.65957E+12,2959436.265,16478,1994769.43,1431717.208,0
8/4/2022,0.706,0.725,0.666,0.684,2551599.27,1.65966E+12,1768401.615,9612,1160579.55,806358.3016,0
8/5/2022,0.684,0.815,0.684,0.766,7704039.19,1.65974E+12,5799905.651,26995,3841061.55,2890955.856,0
8/6/2022,0.767,0.768,0.725,0.729,2089290.78,1.65983E+12,1552888.432,7807,940542.02,700044.1125,0
8/7/2022,0.729,0.765,0.712,0.744,1919711.86,1.65992E+12,1417854.773,7050,934411.23,690753.9299,0
8/8/2022,0.744,0.844,0.741,0.764,3882160.05,1.66E+12,3047540.073,14117,1908449.58,1501461.251,0
8/9/2022,0.766,0.768,0.69,0.706,3274866.73,1.66009E+12,2372610.636,10726,1552591.18,1125201.788,0
8/10/2022,0.707,0.777,0.675,0.725,4051516.02,1.66018E+12,2961789.181,14952,1959152.72,1434307.933,0
8/11/2022,0.725,0.759,0.695,0.705,3001728.81,1.66026E+12,2190177.925,11282,1445345.43,1059260.661,0
